target,text
326,pribadi berharap sistem ditiadakan seh mencegah tidak penipuan seller tingkah laku pembeli superior baiknya toko offline 
327,disini bukan mempermudah nya pilhan transaksi dalam e commerce cod merugi seller gunakan penipuan makannya awal sistem deh ga setujuh seh he 
328,gini loh mas penipu olshop targetnya tidak teliti dilaporin diprosess disanksi bahas perihal nasib kurir gegara cod bukan lantas ajang wa rep dr ampe wa melulu 
329,lihat video si bapaknya emg paketan kosong kayaknya si seller sngaja tipu deh mnurut w dilaporin isilop biar sellernya dibanned ma e commerce nya efek jera tipu konsumen ancamannya pidana penjara 
330,neh 
331,beli anak muda mungkin ga kebanyakan video kan 
332,kak paket kabupaten tidak rumah yaa lupa cantumin nomor hp agakada nomor hpnya 
333,hapus minor well educated sistem cod perlu fitur kejadian salah pelaku pakai tidak baca s amp 
334,doang intinya ga rekening malas bikin rekening malas jalan order online malas baca bodoh malas pangkal bodoh system apapun works klien nya tidak malas minimal tidak malas baca tabiatnya malas mudahin dosa 
335,pagi kak karsini admin cek paketnya dalam proses pemberangkatan kota tujuan pengirimannya dalam estimasi mohon ditunggu pengecekan status paket kakak link 
336,sistem cod ngemudahin belanja online aslinya abang ga memiliki rekening males bayar minimarket sistem cod alternatif pribadi beli barang sh pee lazada pakai cod an alhamdulillah ga 
337,emg 
338,kebangetan seller tipu ngirim paket ga isinya masuk penipuan dipidana dilaporin polisi ngebantu bikin laporan polisi biar diproses kasusnya biar pelajaran seller ga ngelakuin 
339,halo kak jtr pengiriman ga 
340,neh 
341,dibikin iklan edukasi alasan nya tidak tv tidak kuota gagap teknologi browsing inget cod tidak rekening belanja toko konvensional belanja mall pasar pasar malam anarkis pas cod 
342,awal masyarakat minim literasi digital maunya serba instan easy ga belajar nambah knowledge ujung ujungnya kasus si konflik dg abg kurirnya 
343,pagi kak leo admin cek paketnya proses penerusan kota tujuan mohon menunggu pengantarannya estimasi pengecekan silahkan akses link kak selamat beraktivitas terima kasih nanda 
344,emg lbh sistem cod stop sbntar perlu tuh jlsan pas iklan tv gmna sistem cod 
345,makanan paxel deh key 
346,neh 
347,ditanyakan silahkan menghubungi twitter pengecekan paket kakak klik link terima kasih naya 
348,sifat manusiawi manusia pengen cepat diambil enaknya bareng gk atw katakan ditipu pengen duitnya 
349,tidak semudah penerapannya gusti agung ga sesepele penyebarannya target orgnya minim informasi teknologi memang perlindungan kurir solusi cod ect 
350,resi blijc counter ga dikirim kirim barang dipakai lambat berfikir 
351,neh 
352,dasarny ditulis s amp nya pengguna dianggap mengerti sbnrnya bukan tanggung jawab e commerce mengedukasi diedukasi kekny ga jaminan kayak gini ga terulang 
353,neh 
354,s amp fitur bantuan penjelasannya desa pelosok males baca buka fitur memesan via cod delivery 
355,sistem cod gini menurutku dimanfaatkan bbrp seller tipu buyer ny video bilang ketipu bukan ga mungkin cod ketipumakanya diapus ajalagian prosedur dijelasin e commerce nya sblm beli 
356,stuju sih sistem cod skrng diperbaiki 
357,ga bicara pakai iklan dg bahasa mudah ditayanginnya jam primetime lihat seenggak nya kampung nonton lihat kan cerita temannya nyebarin mulut mulut 
358,ah kelamaan apus 
359,yaa ditindak lanjutin banget keluhan 
360,neh 
361,neh 
362,bikin jera bsok besok pakai jasa pengiriman coba berhenti pakai jasanya kesini bukan nya berbenah kasus bobrok 
363,bobrok 
364,seller nya ngeselin kirim barang kosong g kirim pas chat g respon ketemu buyer g mengerti gmn ngembliin barang kurir kena 
365,neh 
366,neh 
367,ngatur 
368,didik wkwkwk coba bicara kolot bin dongok 
369,neh 
370,p i india 
371,bikin iklan edukasi tidak benar banget dicancel deh cod sadar masyarakat pintar 
372,bi 
373,detail iklannya bikin kampanye biar melek dg sistem tugasnya e commerce sih mengedukasi masyarakat 
374,heran layanan mengecewakan dipertahankan bodoh pakai kena kaya gini ga percaya layana 
375,neh 
376,seh ga salah deh iklan cod disitu dijelasin nya bayar dirumah ga detail banget mudahan perbaikan e commerce sistem cod 
377,benar dihapus pakai jasa express beneran sehari doang kapok pakai yess nyoba kecewa tidak deh 
378,abang minimal bikin iklanlah ngeedukasi masyarakat awam dg sistem cod tayangin tv nasional jam primetime biar seumuran melihat nonton iklan kampanyenya pakai bahasa mudah dimengerti 
379,dididik seh balikin e commerce nya penjelasan sistem cod biar paham paling tidak terdekat seh nge jelasin cod pakai sistem 
380,karyawan noh 
381,neh 
382,viral 
383,neh 
384,masalahnya kan buyersnya referensi mas edukasi sop pembelian dg payment cod delivery solusinya dididik masyarakat biar mengerti sistem codnya dihapus 
385,nya tunggu korban luka koment deh muncul gagah berani 
386,gakan tanggep kan laku wkwk 
387,investigasi kasus ginian ga berani tidak jujur butuh kerjaan buwangeet gini hrd nya coba evaluasi pas rekrutmen kurir tajem gabisa lihat karakter curang 
388,neh 
389,neh 
390,neh 
391,pagi kak mohon ditunggu estimasi kiriman rekan mimin infokan silahkan lakukan pengecekan berkala kak melewati estimasi paket diterima silahkan konfirmasi terima kasih dani 
392,neh 
393,neh 
394,neh bikin sistem cod membahayakan kurir tunggu korban tanggapin neh deh hapus sistem cod pengguna ga paham 
395,estimasinya kak informasi silahkan hubungi twitter facebook cek status paket link terima kasih rio 
396,nomor resi pakai yes dikirim besok esok 
397,wahhh benar paket kirim alamat jaktim min ditindak lanjuti 
398,pakai jtr bogor samarinda estimasi 
399,hai kak mohon maaf ketidaknyamanannya kak informasi terbaru paketnya oprasional kota jam kak menunggu diberangkatkan kota tujuan kakak cek klik resinya cek 
400,hallo malam gini gk gerak gerak bayar nexday nyampe lusa bayar ongkos kirim mahal boong kapok pakai jasa 
401,awb jt kurir surabaya berulah tanggal status dibikin rumah kosong pdhl pagi smp malam pintu rumah pagar terbuka tanggal status dibikin delivered tidak menerima paket akal an kurir deh kesekian kaya gini 
402,selamat malam kak perihal admin bantu ditanyakan seputar pengirimannya produk sungkan konfirmasikan via dm kak terima kasih sandi 
403,mohon bantuan admin resi tjr mohon dipercepat pengirimannya tidak 
404,mohon bantuan admin resi tjr mohon dipercepat pengirimannya tidak 
405,mohon bantuan admin resi tjr mohon dipercepat pengirimannya tidak 
406,tag baca noh admin 
407,halo kak temannya berurusan diganti ori tanggal mei jam 
408,kurir tuh penitipan barang sih barang dibawa tidak nyampe kanto 
409,pelayanan buruk tidak karywan kurir nya malas tu kapok pakai 
410,juragan karyawan makan gaji buta kapok pakai tidak 
411,karyawan gaji buta tidak niat kerja 
412,pelayanan buruk kapok 
413,hai kak mohon maaf ketidaknyamanannya terimakasih sarannya terkait informasi paket tsb dalam tahap investigasi sdh informasikan pengirim tsb dijadikan perbaikan pelayanan berikan terima kasih opal 
414,diperhatikan karyawannnya 
415,boy 
416,karyawannya diperhatikan 
417,gila lemotnya keterlaluan si barang mangkrak digudang estimasi diterima kepriben 
418,ngeri 
419,malam kak rose sistem adm cek normal kak masuk area jakarta barat paket resi tsb pengantaran alamat penerima mohon tunggu estimasi register tracking kiriman kakak cek 
420,hai kak erik adm cek paket nomor resi tsb proses alamat tujuan mohon tunggu estimasi service register tracking kiriman kakak cek 
421,gilasih paket ga pakai ga kejelasan pakai 
422,posisi ane outside dikirim awal pakai dhl pas dinindo ga hahaha temenku kejadian dr sepeda gitar akustik 
423,with delivery courier nya bukan kurir lambat banget transparan kasih pelanggan nomor hp wa kurirnya biar 
424,hmmm belanja online pakai jasa hmmm 
425,pedihhh banget 
426,kurir tuh penitipan barang sih barang dibawa tidak nyampe kantor jnenya tidak nomer hp kurirnya tidak barang 
427,hai semalam jam telpon hp tertidur mohon maaf ingat merespon vaksin handle peserta kelanjutannya dikembalikan gula pcs pecah 
428,sih 
429,gilasih paket ga pakai ga kejelasan paket ga solusi diputer doang ditanya gimananih pelayanannya ko kaya gini ck 
430,tuh min 
431,halo kakak nomor resinya disini mimin bantu follow up terima kasih 
432,ceritanya habis kirim paket pakai uda bayar resi uda kirim penerima eh penerima disuruh bayar sih tidak huhuhuhuu 
433,bantu cust beli pakai cod ga bayar paket return nya gajelas skrng barangnya kmna rugi barang ga bantu 
434,sore min siang paket shopeee cuman status dishopeeenya berubah satunya berubah dibantu 
435,halo kakak mohon cek dm kakak terima kasih 
436,nnya paket jp ko shopee penerima paket janto 
437,jp kakak mohon bantuannya 
438,halo kak terima paket status nya diterima help plis 
439,f pesanan resi jp toko sdh buka paketan dikirim 
440,halo kak paket shoppe statusnya diterima nerima bantu 
441,g banget 
442,ditunggu reportnya capek ngejelasin awal telfon cs 
443,halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process pengiriman menuju denpasar gateway mohon kesediaannya menunggu kakak dimaksimalkan terima kasih 
444,tips mimin rekam membuka paket diterima paket tidak maka 
445,siapkan uang tunai senilai total harga belanjaan tertera harga ongkos kirim usahakan friends 
446,hai friends yuk pembeli cermat menggunakan fitur cod j amp t express nyaman melakukan 
447,melewati tanggal estimasi agak panik dibantu follow up min nomor resi tertera gambar terima kasih admin semoga sehat 
448,halo kakak mohon maaf ketidaknyamanannya laporan diterima dibantu cek follow up terkait dimaksimalkan mohon kesediaannya menunggu terima kasih 
449,kakak laporan diterima dibantu cek follow up terkait mohon kesediaanya menunggu terima kasih 
450,halo admin maaf mengganggu ga paket statusnya kota tujuan denpasar travelling medan jakarta statusnya berubah 
451,halo kakak nomor resinya disini mimin bantu cek terima kasih 
452,halo kakak mohon maaf ketidaknyamanannya status paket tsb dibantu cek follow up terkait mohon kesediaannya menunggu terima kasih 
453,minn ga gerak jp 
454,halo admin status barang kirim distatus ga terkirim tapibarang tidak dibalikin mohon penjelasan 
455,halo kakak nomor resinya disini mimin bantu follow up terima kasih 
456,kakak mohon maaf ketidaknyamanannya laporan diterima dibantu follow up dimaksimalkan mohon kesediaannya menunggu kakak terima kasih 
457,hah kapal mas kurir paket keluar pulau pakai pesawat min pakai kapal 
458,halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process menuju dc garut tanggal mohon kesediaannya menunggu kakak terima kasih 
459,nomor resi jp 
460,halo kakak kendala terkait pickup paket mohon menghubungi tim call center informasi terima kasih 
461,halo kakak mohon maaf ketidaknyamanannya layanan j amp t eco memang pegiriman regular kakak status paket on process menuju kendari gateway via transportasi kapal mohon ditunggu kakak terima kasih 
462,halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process menuju tambolaka gateway mohon kesediaannya menunggu kakak dimaksimalkan terima kasih 
463,halo kakak nomor resinya disini mimin bantu follow up terima kasih 
464,oke terimakasih 
465,halo balas ampun ga respons 
466,halo min kirim paket shopee dipickup kurir penyelesaiannya 
467,paket sortir diambil 
468,ende tidak habis pikir 
469,jp min 
470,halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process pengiriman bertahap menuju ende mohon kesediaannya menunggu kakak dimaksimalkan terima kasih 
471,halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process menuju palembang gateway tanggal mohon kesediaannya menunggu kakak terima kasih 
472,halo kakak nomor resinya disini mimin bantu cek terima kasih 
473,halo kak mohon maaf ketidanyamanannya follow up menuju alamaat tujuan mohon kesediaannya menunggu kakak menghubungi call center informasi terima kasih 
474,halo kakak mohon maaf ketidaknyamanannya status paket kakak on process pengiriman bertahap menuju jakarta gateway mohon kesediaannya menunggu kakak dimasimalkan terima kasih 
475,halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process bertahap dc dramaga mohon kesediaanya menunggu kakak dibantu follow up dimaksimalkan mohon ditunggu terima kasih 
476,halo kakak mohon maaf ketidaknyamanannya laporan terima follow up terkait dimaksimalkan mohon kesediaannya menunggu terima kasih 
477,halo kakak nomor resinya disini mimin bantu cek terima kasih 
478,halo kakak mohon maaf ketidaknyamanannya status paket diterima qusnul giong tanggal status paket on process samata tanggal mohon ditunggu kakak terima kasih 
479,pekanbaru pakai transit perkiraan nyampe pakai bajunya tugas astagfirullah benar yee katanya nyampe doang gtu pakai sikilat 
480,halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process menuju jakarta gateway mohon kesediaannya menunggu terima kasih 
481,halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process dc cikarang barat mohon kesediaanya menunggu kakak dimaksimalkan terima kasih 
482,halo tracking pesanan 
483,ko stuck kaya gini ga gerak 
484,paket resi tidak jalan tanggal mei mohon penjelasannya 
485,hai kak paket tidak bergerak berhenti sortir jakarta estimasinya resi jp 
486,admin nomor resi jp dipick up tanggal mei statusnya pick up gagal tidak perkembangan update terima kasih 
487,dm min 
488,nahh loh giniii 
489,min paket nomor resi jp ga gerak gerak min 
490,hello min balas 
491,paket dalam jondisi pecah komplain 
492,bos tuh ngirim paket rumah gagal sortir sortir ulang salah kirim paket dikembalikan si sebenernya jabodetabek kaya gini 
493,okay kakak usahain yah kakak smpenya 
494,jp min 
495,min 
496,halo admin cek resi jp 
497,okee sipp yaa dibantu khawatir paketnya hilang terima kasih sblm 
498,halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process pengiriman bertahap menuju bandar lampung gateway mohon kesediaannya menunggu kakak dimaksimalkan terima kasih 
